wweia_food_category,wweia_food_category_description,matched_wweia_food_category_from_api,fdc_id,food_code,main_food_description,main_food_description_zh,data_type,additional_food_description,Protein (g),Total lipid (fat) (g),"Carbohydrate, by difference (g)",Energy (kcal),"Alcohol, ethyl (g)",Water (g),Caffeine (mg),Theobromine (mg),Total Sugars (g),"Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Magnesium, Mg (mg)","Phosphorus, P (mg)","Potassium, K (mg)","Sodium, Na (mg)","Zinc, Zn (mg)","Copper, Cu (mg)","Selenium, Se (µg)",Retinol (µg),"Vitamin A, RAE (µg)","Carotene, beta (µg)","Carotene, alpha (µg)",Vitamin E (alpha-tocopherol) (mg),Vitamin D (D2 + D3) (µg),"Cryptoxanthin, beta (µg)",Lycopene (µg),Lutein + zeaxanthin (µg),"Vitamin C, total ascorbic acid (mg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),"Folate, total (µg)",Vitamin B-12 (µg),"Choline, total (mg)",Vitamin K (phylloquinone) (µg),Folic acid (µg),"Folate, food (µg)","Folate, DFE (µg)","Vitamin E, added (mg)","Vitamin B-12, added (µg)",Cholesterol (mg),"Fatty acids, total saturated (g)",SFA 4:0 (g),SFA 6:0 (g),SFA 8:0 (g),SFA 10:0 (g),SFA 12:0 (g),SFA 14:0 (g),SFA 16:0 (g),SFA 18:0 (g),MUFA 18:1 (g),PUFA 18:2 (g),PUFA 18:3 (g),PUFA 20:4 (g),PUFA 22:6 n-3 (DHA) (g),MUFA 16:1 (g),PUFA 18:4 (g),MUFA 20:1 (g),PUFA 20:5 n-3 (EPA) (g),MUFA 22:1 (g),PUFA 22:5 n-3 (DPA) (g),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)"
8004,Margarine,Margarine,2710158,81102000,"Margarine, NFS",人造黄油，未特别说明,Survey (FNDDS),"margarine-oil blend, NFS",0.17,65.0,0.82,579.0,0.0,32.3,0.0,0.0,0.0,0.0,16.0,0.02,2.0,13.0,27.0,694.0,0.0,0.0,0.0,768.0,819.0,610.0,0.0,18.1,3.7,0.0,0.0,0.0,0.1,0.008,0.029,0.018,2.82,1.0,0.02,10.8,99.2,0.0,1.0,1.0,0.0,0.0,1.0,12.9,0.01,0.004,0.007,0.054,0.15,0.134,6.88,5.11,24.0,23.4,2.55,0.0,0.0,0.052,0.0,0.179,0.0,0.0,0.005,24.2,25.9
8004,Margarine,Margarine,2710159,81102010,"Margarine, stick",人造黄油，条,Survey (FNDDS),pat;margarine-oil blend,0.16,80.7,0.7,717.0,0.0,16.5,0.0,0.0,0.0,0.0,3.0,0.06,3.0,5.0,18.0,751.0,0.0,0.0,0.0,768.0,819.0,610.0,0.0,9.0,3.7,0.0,0.0,0.0,0.2,0.01,0.037,0.023,0.009,1.0,0.1,12.4,93.0,0.0,1.0,1.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.046,8.43,6.17,38.7,22.3,2.04,0.0,0.0,0.045,0.0,0.133,0.0,0.0,0.006,38.9,24.3
8004,Margarine,Margarine,2710160,81102020,"Margarine, tub",人造黄油，tub,Survey (FNDDS),individual container;margarine-oil blend,0.17,59.8,0.86,533.0,0.0,37.6,0.0,0.0,0.0,0.0,21.0,0.0,2.0,16.0,30.0,674.0,0.0,0.0,0.0,768.0,819.0,610.0,0.0,21.1,3.7,0.0,0.0,0.0,0.1,0.007,0.026,0.016,3.75,1.0,0.0,10.2,101.0,0.0,1.0,1.0,0.0,0.0,1.0,12.1,0.014,0.006,0.009,0.072,0.2,0.164,6.36,4.76,19.1,23.7,2.72,0.0,0.0,0.054,0.0,0.194,0.0,0.0,0.005,19.3,26.5
8004,Margarine,Margarine,2710162,81104010,"Margarine, light",人造黄油，低热量/清淡型,Survey (FNDDS),stick or tub;light margarine-oil blend,0.33,37.9,1.22,346.0,0.0,59.0,0.0,0.0,0.0,0.0,6.0,0.03,1.0,6.0,45.0,586.0,0.02,0.006,0.0,1300.0,1330.0,396.0,0.0,13.4,3.7,0.0,0.0,0.0,0.0,0.006,0.004,0.003,0.0,2.0,0.06,12.4,74.6,0.0,1.0,1.0,0.0,0.0,0.0,8.65,0.006,0.002,0.031,0.054,0.461,0.248,5.9,1.68,11.9,12.7,2.18,0.008,0.0,0.044,0.0,0.167,0.0,0.013,0.0,12.2,14.9
8004,Margarine,Margarine,2710161,81103090,"Butter replacement, liquid",黄油 replacement，液体,Survey (FNDDS),spray;liquid margarine,0.17,59.8,0.86,533.0,0.0,37.6,0.0,0.0,0.0,0.0,21.0,0.0,2.0,16.0,30.0,615.0,0.0,0.0,0.0,768.0,819.0,610.0,0.0,21.1,0.0,0.0,0.0,0.0,0.1,0.007,0.026,0.016,3.75,1.0,0.0,10.2,101.0,0.0,1.0,1.0,0.0,0.0,1.0,12.1,0.014,0.006,0.009,0.072,0.2,0.164,6.36,4.76,19.1,23.7,2.72,0.0,0.0,0.054,0.0,0.194,0.0,0.0,0.005,19.3,26.5
8004,Margarine,Margarine,2710163,81106010,"Butter replacement, powder",黄油 replacement，粉末,Survey (FNDDS),Butter Buds;Molly McButter,2.0,1.0,89.0,373.0,0.0,5.0,0.0,0.0,5.3,0.0,23.0,2.0,0.0,8.0,2.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.589,0.029,0.017,0.011,0.026,0.031,0.092,0.253,0.111,0.243,0.039,0.018,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.276,0.057
8004,Margarine,Margarine,2710164,81200100,"Oil or table fat, NFS",油 或 table 脂肪，未特别说明,Survey (FNDDS),,0.29,87.7,0.18,789.0,0.0,11.2,0.0,0.0,0.17,0.0,10.0,0.1,1.0,9.0,12.0,296.0,0.02,0.002,0.0,377.0,391.0,172.0,1.0,13.1,0.9,2.0,0.0,0.0,0.0,0.003,0.006,0.004,0.563,2.0,0.0,7.9,72.2,0.0,2.0,2.0,0.0,0.0,71.0,22.9,0.614,0.433,0.254,0.587,0.69,2.2,12.5,4.69,29.9,22.3,2.79,0.032,0.0,0.485,0.004,0.408,0.007,0.002,0.012,31.1,25.1
8004,Margarine,Margarine,2710167,81203000,"Shortening, NS as to vegetable or animal",起酥油，未说明 蔬菜 或 animal,Survey (FNDDS),,0.0,100.0,0.0,884.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.001,0.0,0.0,0.2,53.2,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.167,12.5,11.4,41.1,26.2,1.88,0.0,0.0,0.021,0.0,0.088,0.0,0.0,0.0,41.2,28.1
8006,"Cream cheese, sour cream, whipped cream","Cream cheese, sour cream, whipped cream",2705598,12140000,"Cream, whipped",奶油，打发,Survey (FNDDS),plain or flavored;Reddiwip;light;heavy;real whipped cream,1.9,33.4,9.49,346.0,0.0,54.7,0.0,0.0,8.55,0.0,57.0,0.0,6.0,54.0,91.0,20.0,0.21,0.0,2.9,308.0,308.0,0.0,0.0,0.86,1.5,0.0,0.0,0.0,0.6,0.03,0.178,0.057,0.029,4.0,0.0,15.8,3.0,0.0,4.0,4.0,0.0,0.0,97.0,19.2,0.689,0.573,0.361,0.851,1.02,3.2,8.8,3.0,7.5,0.705,0.12,0.055,0.0,0.617,0.0,0.061,0.008,0.003,0.019,6.9,1.48
8006,"Cream cheese, sour cream, whipped cream","Cream cheese, sour cream, whipped cream",2705617,12320100,"Sour cream, imitation",酸奶油，imitation,Survey (FNDDS),nondairy,2.4,19.5,6.63,208.0,0.0,71.2,0.0,0.0,6.63,0.0,3.0,0.39,6.0,45.0,161.0,102.0,1.18,0.058,2.5,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.0,0.0,1.03,1.01,8.14,3.36,1.98,2.24,0.589,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.588,0.056
8006,"Cream cheese, sour cream, whipped cream","Cream cheese, sour cream, whipped cream",2705615,12310350,"Sour cream, light",酸奶油，低热量/清淡型,Survey (FNDDS),low fat;reduced fat,3.5,10.6,7.1,136.0,0.0,78.1,0.0,0.0,0.22,0.0,141.0,0.07,10.0,71.0,212.0,83.0,0.5,0.016,3.1,88.0,90.0,21.0,0.0,0.3,0.2,0.0,0.0,0.0,0.9,0.04,0.12,0.07,0.02,11.0,0.42,19.2,0.5,0.0,11.0,11.0,0.0,0.0,35.0,6.6,0.34,0.2,0.11,0.26,0.3,1.06,2.78,1.28,2.66,0.24,0.16,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,3.1,0.4
8006,"Cream cheese, sour cream, whipped cream","Cream cheese, sour cream, whipped cream",2705614,12310100,"Sour cream, regular",酸奶油，普通,Survey (FNDDS),,3.07,18.0,5.56,196.0,0.0,72.6,0.0,0.0,3.41,0.0,107.0,0.0,10.0,102.0,154.0,50.0,0.39,0.0,3.7,152.0,152.0,0.0,0.0,0.38,0.0,0.0,0.0,4.0,0.9,0.043,0.168,0.1,0.038,6.0,0.06,19.2,1.5,0.0,6.0,6.0,0.0,0.0,53.0,10.7,0.031,0.203,0.145,0.378,0.547,1.75,5.04,1.6,4.13,0.385,0.074,0.025,0.001,0.294,0.0,0.029,0.006,0.0,0.011,3.8,0.8
8006,"Cream cheese, sour cream, whipped cream","Cream cheese, sour cream, whipped cream",2705616,12310370,"Sour cream, fat free",酸奶油，无脂,Survey (FNDDS),nonfat,3.1,0.0,15.6,74.0,0.0,80.6,0.0,0.0,0.39,0.0,125.0,0.0,10.0,95.0,129.0,141.0,0.5,0.016,5.3,72.0,73.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.15,0.07,0.02,11.0,0.3,19.2,0.0,0.0,11.0,11.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8006,"Cream cheese, sour cream, whipped cream","Cream cheese, sour cream, whipped cream",2705762,14303010,"Cream cheese, light",奶油奶酪，低热量/清淡型,Survey (FNDDS),plain or flavored;Neufchatel;reduced fat;1/3 less fat,9.09,22.7,5.59,264.0,0.0,60.4,0.0,0.0,4.33,0.0,182.0,0.06,13.0,246.0,176.0,479.0,0.89,0.012,7.4,186.0,186.0,4.0,0.0,0.58,0.0,0.0,0.0,5.0,0.0,0.039,0.242,0.138,0.043,18.0,0.32,39.6,1.5,0.0,18.0,18.0,0.0,0.0,71.0,13.3,0.497,0.404,0.258,0.59,0.688,2.18,6.22,2.04,5.26,0.486,0.089,0.036,0.0,0.438,0.001,0.043,0.007,0.001,0.014,4.7,1.01
8006,"Cream cheese, sour cream, whipped cream","Cream cheese, sour cream, whipped cream",2705775,14420200,"Cheese spread, cream cheese",奶酪 涂抹酱，奶油奶酪,Survey (FNDDS),plain or flavored;Rondele Cheese Spread,7.1,28.6,3.5,295.0,0.0,58.5,0.0,0.0,3.5,0.0,71.0,1.13,6.0,91.0,112.0,436.0,0.51,0.015,2.7,300.0,302.0,19.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,0.02,0.19,0.95,0.04,12.0,0.4,27.2,2.4,0.0,12.0,12.0,0.0,0.0,90.0,18.0,0.82,0.238,0.279,0.55,0.377,2.95,8.64,3.31,6.87,0.632,0.402,0.0,0.0,0.804,0.0,0.0,0.0,0.0,0.0,8.07,1.03
8006,"Cream cheese, sour cream, whipped cream","Cream cheese, sour cream, whipped cream",2705769,14410380,"Cream cheese, fat free",奶油奶酪，无脂,Survey (FNDDS),plain or flavored,15.7,1.0,7.66,105.0,0.0,71.9,0.0,0.0,5.48,0.0,351.0,0.19,22.0,523.0,278.0,702.0,1.5,0.036,4.9,10.0,11.0,11.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.265,0.23,0.05,35.0,0.95,65.2,0.2,0.0,35.0,35.0,0.0,0.0,12.0,0.644,0.056,0.029,0.041,0.035,0.025,0.083,0.242,0.115,0.233,0.042,0.006,0.002,0.0,0.011,0.0,0.0,0.0,0.0,0.001,0.25,0.057
8006,"Cream cheese, sour cream, whipped cream","Cream cheese, sour cream, whipped cream",2705761,14301100,"Cream cheese, regular, flavored",奶油奶酪，普通，调味,Survey (FNDDS),,8.23,20.6,14.1,275.0,0.0,54.8,0.0,0.0,13.0,0.0,165.0,0.06,12.0,223.0,160.0,574.0,0.81,0.012,6.7,168.0,169.0,3.0,0.0,0.52,0.0,0.0,0.0,4.0,0.0,0.035,0.221,0.125,0.039,16.0,0.29,35.9,1.3,0.0,16.0,16.0,0.0,0.0,65.0,12.1,0.45,0.366,0.234,0.534,0.623,1.98,5.64,1.85,4.77,0.44,0.081,0.033,0.0,0.397,0.001,0.039,0.006,0.001,0.013,4.26,0.913
8006,"Cream cheese, sour cream, whipped cream","Cream cheese, sour cream, whipped cream",2705760,14301010,"Cream cheese, regular, plain",奶油奶酪，普通，原味,Survey (FNDDS),,5.79,33.5,4.56,343.0,0.0,54.7,0.0,0.0,3.76,0.0,97.0,0.0,9.0,108.0,125.0,368.0,0.59,0.0,8.6,274.0,274.0,0.0,0.0,0.86,0.0,0.0,0.0,7.0,0.0,0.038,0.23,0.092,0.039,9.0,0.0,26.8,2.1,0.0,9.0,9.0,0.0,0.0,101.0,19.7,0.718,0.592,0.366,0.868,1.02,3.23,9.21,3.01,7.78,0.708,0.131,0.053,0.0,0.651,0.001,0.064,0.01,0.002,0.02,6.92,1.48
8006,"Cream cheese, sour cream, whipped cream","Cream cheese, sour cream, whipped cream",2705611,12220200,Whipped topping,打发 配料,Survey (FNDDS),"Dream Whip;Cool Whip;plain or flavored;non-dairy;whipped topping, NFS;Rich's Richwhip;frozen",1.25,25.3,23.0,318.0,0.0,50.2,0.0,0.0,23.0,0.0,6.0,0.12,2.0,8.0,18.0,25.0,0.03,0.03,2.1,0.0,7.0,86.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.0,0.0,0.638,0.905,8.84,3.76,3.09,4.58,1.38,0.305,0.218,0.0,0.0,0.241,0.0,0.0,0.0,0.0,0.0,1.62,0.523
8006,"Cream cheese, sour cream, whipped cream","Cream cheese, sour cream, whipped cream",2705613,12220280,"Whipped topping, sugar free",打发 配料，糖 不含,Survey (FNDDS),plain or flavored;frozen;Cool Whip;Rich's Richwhip;non-dairy,3.0,13.1,23.6,224.0,0.0,59.7,0.0,0.0,23.6,0.0,71.0,0.1,7.0,74.0,101.0,72.0,0.1,0.01,2.4,0.0,4.0,45.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.1,0.02,3.0,0.2,0.0,3.2,0.0,3.0,3.0,0.0,0.0,2.0,11.3,0.0,0.0,0.331,0.466,4.58,1.95,1.6,2.37,0.714,0.155,0.114,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.0,0.838,0.269
8006,"Cream cheese, sour cream, whipped cream","Cream cheese, sour cream, whipped cream",2705612,12220270,"Whipped topping, fat free",打发 配料，无脂,Survey (FNDDS),frozen;Cool Whip;plain or flavored;light;fat free and sugar free;low fat;Rich's Richwhip;non-dairy;lite,3.0,13.1,23.6,224.0,0.0,59.7,0.0,0.0,23.6,0.0,71.0,0.1,7.0,74.0,101.0,72.0,0.1,0.01,2.4,0.0,4.0,45.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.1,0.02,3.0,0.2,0.0,3.2,0.0,3.0,3.0,0.0,0.0,2.0,11.3,0.0,0.0,0.331,0.466,4.58,1.95,1.6,2.37,0.714,0.155,0.114,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.0,0.838,0.269
8008,Cream and cream substitutes,Cream and cream substitutes,2705593,12110100,"Cream, light",奶油，低热量/清淡型,Survey (FNDDS),table cream;coffee cream,2.96,19.1,3.66,195.0,0.0,73.8,0.0,0.0,3.67,0.0,91.0,0.05,9.0,92.0,136.0,72.0,0.32,0.012,4.6,117.0,120.0,37.0,0.0,0.12,1.1,0.0,0.0,0.0,0.8,0.023,0.19,0.09,0.044,2.0,0.14,17.4,1.7,0.0,2.0,2.0,0.0,0.0,59.0,10.2,0.388,0.314,0.194,0.456,0.526,1.68,4.58,1.72,3.95,0.654,0.064,0.027,0.0,0.334,0.0,0.03,0.005,0.002,0.01,4.52,0.789
8008,Cream and cream substitutes,Cream and cream substitutes,2705597,12130100,"Cream, heavy",奶油，heavy,Survey (FNDDS),whipping cream;NS as to heavy or light,2.02,35.6,3.8,343.0,0.0,58.1,0.0,0.0,2.92,0.0,61.0,0.0,6.0,57.0,97.0,21.0,0.22,0.0,3.0,327.0,327.0,0.0,0.0,0.92,1.6,0.0,0.0,0.0,0.6,0.032,0.188,0.061,0.031,4.0,0.0,16.8,3.2,0.0,4.0,4.0,0.0,0.0,103.0,20.4,0.732,0.609,0.384,0.905,1.08,3.4,9.35,3.19,7.97,0.749,0.128,0.058,0.0,0.656,0.0,0.065,0.009,0.003,0.02,7.34,1.57
8008,Cream and cream substitutes,Cream and cream substitutes,2705594,12120100,"Cream, half and half",奶油，半奶半奶油,Survey (FNDDS),plain,3.13,11.5,4.3,131.0,0.0,80.6,0.0,0.0,4.13,0.0,107.0,0.05,10.0,95.0,132.0,61.0,0.39,0.009,3.2,95.0,97.0,22.0,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.03,0.194,0.109,0.05,3.0,0.19,18.7,1.3,0.0,3.0,3.0,0.0,0.0,35.0,7.03,0.247,0.202,0.127,0.303,0.351,1.15,3.21,1.22,2.9,0.466,0.041,0.018,0.0,0.246,0.0,0.02,0.003,0.0,0.006,3.32,0.554
8008,Cream and cream substitutes,Cream and cream substitutes,2705595,12120106,"Cream, half and half, flavored",奶油，半奶半奶油，调味,Survey (FNDDS),,3.07,11.3,4.5,130.0,0.0,80.7,0.0,0.0,4.33,0.0,105.0,0.05,10.0,93.0,129.0,60.0,0.38,0.009,3.1,93.0,95.0,22.0,0.0,0.24,0.0,0.0,0.0,0.0,0.9,0.029,0.191,0.109,0.049,3.0,0.19,18.3,1.3,0.0,3.0,3.0,0.0,0.0,34.0,6.89,0.242,0.198,0.125,0.297,0.344,1.12,3.14,1.2,2.85,0.457,0.04,0.018,0.0,0.241,0.0,0.02,0.003,0.0,0.006,3.26,0.543
8008,Cream and cream substitutes,Cream and cream substitutes,2705596,12120110,"Cream, half and half, fat free",奶油，半奶半奶油，无脂,Survey (FNDDS),low fat;plain or flavored,2.6,1.4,9.0,59.0,0.0,86.0,0.0,0.0,5.0,0.0,96.0,0.0,16.0,151.0,206.0,100.0,0.81,0.016,2.9,12.0,12.0,3.0,0.0,0.04,0.0,0.0,0.0,0.0,0.7,0.056,0.237,0.124,0.062,4.0,0.52,15.0,0.2,0.0,4.0,4.0,0.0,0.0,5.0,0.841,0.045,0.027,0.016,0.035,0.039,0.141,0.368,0.17,0.352,0.032,0.02,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.384,0.052
8008,Cream and cream substitutes,Cream and cream substitutes,2705592,12100100,"Cream, NS as to light, heavy, or half and half",奶油，未说明 低热量/清淡型，heavy，或 半奶半奶油,Survey (FNDDS),,3.13,11.5,4.3,131.0,0.0,80.6,0.0,0.0,4.13,0.0,107.0,0.05,10.0,95.0,132.0,61.0,0.39,0.009,3.2,95.0,97.0,22.0,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.03,0.194,0.109,0.05,3.0,0.19,18.7,1.3,0.0,3.0,3.0,0.0,0.0,35.0,7.03,0.247,0.202,0.127,0.303,0.351,1.15,3.21,1.22,2.9,0.466,0.041,0.018,0.0,0.246,0.0,0.02,0.003,0.0,0.006,3.32,0.554
8008,Cream and cream substitutes,Cream and cream substitutes,2705600,12210200,"Coffee creamer, liquid",咖啡奶精，液体,Survey (FNDDS),Dunkin Donuts;International Delight;plain;frozen;Carnation;Coffee Mate;Coffee Rich,1.0,9.97,11.4,136.0,0.0,77.3,0.0,0.0,11.4,0.0,9.0,0.03,0.0,64.0,191.0,67.0,0.02,0.0,1.1,0.0,1.0,9.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.005,0.013,0.062,0.019,0.884,0.976,7.56,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.027
8008,Cream and cream substitutes,Cream and cream substitutes,2705602,12210260,"Coffee creamer, liquid, fat free",咖啡奶精，液体，无脂,Survey (FNDDS),Coffee Rich;light;Coffee Mate;plain;Dunkin Donuts;Carnation;International Delight;lite;low fat,0.8,3.5,9.1,71.0,0.0,86.2,0.0,0.0,9.1,0.0,1.0,0.56,0.0,75.0,177.0,60.0,0.05,0.0,0.9,0.0,0.0,3.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.896,0.0,0.0,0.0,0.0,0.0,0.018,0.455,0.424,2.03,0.399,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.42
8008,Cream and cream substitutes,Cream and cream substitutes,2705603,12210270,"Coffee creamer, liquid, fat free, flavored",咖啡奶精，液体，无脂，调味,Survey (FNDDS),International Delight;low fat;Carnation;Coffee Rich;light;Mocha Mix;Dunkin Donuts;Coffee Mate;lite,0.6,2.7,31.7,154.0,0.0,64.7,0.0,0.0,31.8,0.0,1.0,0.43,0.0,56.0,133.0,45.0,0.04,0.002,0.8,0.0,0.0,2.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.672,0.0,0.0,0.0,0.0,0.0,0.014,0.341,0.318,1.52,0.299,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.315
8008,Cream and cream substitutes,Cream and cream substitutes,2705604,12210280,"Coffee creamer, liquid, fat free, sugar free, flavored",咖啡奶精，液体，无脂，糖 不含，调味,Survey (FNDDS),lite;low fat;light;Carnation;International Delight;Mocha Mix;Coffee Mate,0.8,3.5,9.1,71.0,0.0,86.2,0.0,0.0,9.1,0.0,1.0,0.56,0.0,75.0,177.0,60.0,0.05,0.0,0.9,0.0,0.0,3.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.896,0.0,0.0,0.0,0.0,0.0,0.018,0.455,0.424,2.03,0.399,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.42
8008,Cream and cream substitutes,Cream and cream substitutes,2705601,12210210,"Coffee creamer, liquid, flavored",咖啡奶精，液体，调味,Survey (FNDDS),Dunkin Donuts;Bailey's;Bliss;Coffee Rich;Coffee Mate;International Delight;Mocha Mix;Carnation,0.69,13.5,35.1,251.0,0.0,50.1,3.0,100.0,33.0,1.1,6.0,0.59,19.0,28.0,96.0,67.0,0.25,0.142,0.7,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,1.0,0.0,0.004,0.024,0.091,0.004,1.0,0.0,0.5,3.3,0.0,1.0,1.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.04,1.96,0.636,3.98,5.9,0.364,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,4.0,6.27
8008,Cream and cream substitutes,Cream and cream substitutes,2705605,12210310,"Coffee creamer, liquid, sugar free, flavored",咖啡奶精，液体，糖 不含，调味,Survey (FNDDS),Carnation;International Delight;Coffee Mate;Mocha Mix,0.8,3.5,9.1,71.0,0.0,86.2,0.0,0.0,9.1,0.0,1.0,0.56,0.0,75.0,177.0,60.0,0.05,0.0,0.9,0.0,0.0,3.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.896,0.0,0.0,0.0,0.0,0.0,0.018,0.455,0.424,2.03,0.399,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.42
8008,Cream and cream substitutes,Cream and cream substitutes,2705599,12200100,"Coffee creamer, NFS",咖啡奶精，未特别说明,Survey (FNDDS),,1.0,9.97,11.4,136.0,0.0,77.3,0.0,0.0,11.4,0.0,9.0,0.03,0.0,64.0,191.0,67.0,0.02,0.0,1.1,0.0,1.0,9.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.005,0.013,0.062,0.019,0.884,0.976,7.56,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.027
8008,Cream and cream substitutes,Cream and cream substitutes,2705606,12210400,"Coffee creamer, powder",咖啡奶精，粉末,Survey (FNDDS),Coffee Mate;plain;Carnation;Cremora,2.48,32.9,59.3,529.0,0.0,2.98,0.0,0.0,7.77,0.0,2.0,0.26,1.0,288.0,669.0,124.0,0.07,0.018,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,19.1,0.006,0.094,1.12,0.879,6.76,2.67,3.15,4.29,9.77,0.382,0.026,0.0,0.0,0.006,0.0,0.019,0.0,0.0,0.0,9.8,0.408
8008,Cream and cream substitutes,Cream and cream substitutes,2705608,12210430,"Coffee creamer, powder, fat free",咖啡奶精，粉末，无脂,Survey (FNDDS),low fat;light;plain;Carnation;Coffee Mate;flavored;Cremora,1.9,15.7,73.4,431.0,0.0,6.2,0.0,0.0,73.4,0.0,1.0,0.03,0.0,136.0,902.0,229.0,0.02,0.01,0.8,0.0,1.0,9.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.3,3.9,0.0,1.0,1.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.12,2.69,11.5,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.198
8008,Cream and cream substitutes,Cream and cream substitutes,2705607,12210420,"Coffee creamer, powder, flavored",咖啡奶精，粉末，调味,Survey (FNDDS),"Coffee Mate powder, flavored;Carnation",0.68,21.5,75.4,482.0,0.0,1.52,3.0,92.0,58.0,1.2,5.0,0.63,17.0,28.0,90.0,123.0,0.23,0.135,1.3,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,1.0,0.0,0.004,0.027,0.084,0.004,1.0,0.0,0.5,9.1,0.0,1.0,1.0,0.0,0.0,0.0,19.4,0.0,0.0,0.903,0.903,7.52,3.02,2.37,4.74,0.618,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618,0.229
